First Name,Last Name,Full Name,Cinema,Film,Tickets,Date,Time
DENIS,Lewis,"Lewis, DENIS",Manchester,Lucy,2,08/08/2014,20:30:00
Andrew,Lewis,"Lewis, Andrew",Manchester,Teenage Mutant Ninja Turtles,2,26/07/2014,20:00:00
Mark,Lewis,"Lewis, Mark",Manchester,Teenage Mutant Ninja Turtles,1,06/07/2014,20:00:00
Patricia,Lewis,"Lewis, Patricia",Manchester,The Fault in Our Stars,8,17/08/2014,20:30:00
Anna,Lewis,"Lewis, Anna",Oxford,Bad Neighbours,4,07/08/2014,20:00:00
Josef,Lewis,"Lewis, Josef",Plymouth,Godzilla,1,08/08/2014,20:00:00
Rajagopal,Lewis,"Lewis, Rajagopal",Plymouth,Guardians Of The Galaxy,2,05/07/2014,20:30:00
Bharathi,Lewis,"Lewis, Bharathi",Plymouth,Lucy,8,23/07/2014,20:00:00
Partha,Lewis,"Lewis, Partha",Plymouth,Maleficent,2,07/07/2014,20:30:00
Stanley,Lewis,"Lewis, Stanley",Plymouth,Teenage Mutant Ninja Turtles,1,13/08/2014,20:00:00
Jacek,Lewison,"Lewison, Jacek",Edinburgh,Guardians Of The Galaxy,4,08/08/2014,20:00:00
Charles,Lewison,"Lewison, Charles",London,Divergent,2,12/07/2014,20:00:00
Artur,Lewison,"Lewison, Artur",London,Lucy,3,10/07/2014,20:00:00
Richard,Lewton,"Lewton, Richard",Birmingham,Divergent,2,30/08/2014,20:00:00
Kim,Leyba,"Leyba, Kim",Birmingham,Lucy,1,07/07/2014,20:00:00
Gregory,Leyba,"Leyba, Gregory",Birmingham,Teenage Mutant Ninja Turtles,6,11/08/2014,20:30:00
Mark,Leys,"Leys, Mark",Leeds,If I Stay,2,30/07/2014,20:00:00
Andrea,Leys,"Leys, Andrea",Manchester,Teenage Mutant Ninja Turtles,4,21/08/2014,20:00:00
Tina,Li,"Li, Tina",Birmingham,"As Above, So Below",8,21/07/2014,20:00:00
Richard,Li,"Li, Richard",Birmingham,Bad Neighbours,4,25/08/2014,20:00:00
Amjad,Li,"Li, Amjad",Birmingham,Boyhood,1,30/08/2014,20:00:00
JeanAnn,Li,"Li, JeanAnn",Birmingham,Captain America: The Winter Soldier,2,29/07/2014,20:00:00
John,Li,"Li, John",Birmingham,Captain America: The Winter Soldier,3,29/07/2014,20:00:00
Michel,Li,"Li, Michel",Birmingham,Godzilla,4,10/07/2014,20:00:00
Richard,Li,"Li, Richard",Birmingham,Godzilla,2,22/08/2014,20:30:00
Archisman,Li,"Li, Archisman",Birmingham,Guardians Of The Galaxy,6,01/08/2014,20:00:00
Luis,Li,"Li, Luis",Birmingham,Guardians Of The Galaxy,1,02/08/2014,20:30:00
Miu Fung,Li,"Li, Miu Fung",Birmingham,Guardians Of The Galaxy,2,12/07/2014,20:00:00
Timothy,Li,"Li, Timothy",Birmingham,Guardians Of The Galaxy,3,16/08/2014,20:00:00
Anthony,Li,"Li, Anthony",Birmingham,If I Stay,2,30/08/2014,20:00:00
Cristina,Li,"Li, Cristina",Birmingham,Into The Storm,4,25/07/2014,20:00:00
Patricia,Li,"Li, Patricia",Birmingham,Let's Be Cops,2,05/07/2014,20:00:00
Patrice,Li,"Li, Patrice",Birmingham,Sin City: A Dame To Kill For,8,16/08/2014,20:00:00
Eardis,Li,"Li, Eardis",Birmingham,Teenage Mutant Ninja Turtles,2,29/07/2014,20:00:00
Catherine,Li,"Li, Catherine",Birmingham,The Amazing Spider-Man 2,3,26/08/2014,20:30:00
Valentin,Li,"Li, Valentin",Birmingham,The Expendables 3,4,27/08/2014,21:00:00
Bruce,Li,"Li, Bruce",Birmingham,The Fault in Our Stars,3,02/07/2014,20:00:00
Christopher,Li,"Li, Christopher",Birmingham,The Fault in Our Stars,2,25/07/2014,20:30:00
Edgardo,Li,"Li, Edgardo",Birmingham,White Bird In A Blizzard,2,09/08/2014,20:00:00
Hardik K,Li,"Li, Hardik K",Birmingham,White Bird In A Blizzard,1,08/08/2014,20:30:00
Shamith,Li,"Li, Shamith",Cardiff,Divergent,3,14/08/2014,20:00:00
Omar,Li,"Li, Omar",Cardiff,Let's Be Cops,1,23/08/2014,20:00:00
Erick,Li,"Li, Erick",Cardiff,The Expendables 3,4,06/08/2014,20:00:00
Steven,Li,"Li, Steven",Edinburgh,Bad Neighbours,3,16/07/2014,20:00:00
Leonard,Li,"Li, Leonard",Edinburgh,Boyhood,1,31/08/2014,20:30:00
Kevin,Li,"Li, Kevin",Edinburgh,Guardians Of The Galaxy,1,19/08/2014,20:30:00
Dharmendar,Li,"Li, Dharmendar",Edinburgh,If I Stay,3,22/08/2014,20:00:00
Carol,Li,"Li, Carol",Edinburgh,Sin City: A Dame To Kill For,3,08/08/2014,20:00:00
Sumit,Li,"Li, Sumit",Edinburgh,The Expendables 3,1,20/07/2014,20:30:00
Richard,Li,"Li, Richard",Edinburgh,The Giver,2,29/07/2014,20:30:00
Lionel,Li,"Li, Lionel",Edinburgh,The Hunger Games: Mockingjay,3,11/07/2014,17:45:00
Kathryn,Li,"Li, Kathryn",Leeds,Divergent,2,29/08/2014,13:00:00
Eric,Li,"Li, Eric",Leeds,The Giver,5,06/07/2014,15:45:00
John,Li,"Li, John",Liverpool,Captain America: The Winter Soldier,3,27/07/2014,21:00:00
Stefanie,Li,"Li, Stefanie",Liverpool,Divergent,4,28/08/2014,20:00:00
Madabhushi V Divakar,Li,"Li, Madabhushi V Divakar",Liverpool,If I Stay,1,05/07/2014,20:00:00
Craig,Li,"Li, Craig",Liverpool,Sin City: A Dame To Kill For,4,30/07/2014,20:00:00
Moshe,Li,"Li, Moshe",Liverpool,Sin City: A Dame To Kill For,2,20/08/2014,20:30:00
Paul,Li,"Li, Paul",London,Lucy,2,27/07/2014,20:00:00
Joseph,Li,"Li, Joseph",London,Sin City: A Dame To Kill For,1,09/08/2014,20:00:00
Michael,Li,"Li, Michael",London,Sin City: A Dame To Kill For,2,16/07/2014,17:45:00
Joshua,Li,"Li, Joshua",London,The Amazing Spider-Man 2,4,01/08/2014,20:30:00
Guy,Li,"Li, Guy",London,The Expendables 3,1,01/08/2014,20:30:00
Venkata,Li,"Li, Venkata",London,The Expendables 3,1,10/08/2014,15:45:00
Mark,Li,"Li, Mark",London,The Hunger Games: Mockingjay,4,31/08/2014,20:30:00
Lynn,Li,"Li, Lynn",Manchester,If I Stay,2,19/07/2014,20:00:00
Patrice,Li,"Li, Patrice",Manchester,Maleficent,3,31/07/2014,20:00:00
Victoria Javier,Li,"Li, Victoria Javier",Manchester,Teenage Mutant Ninja Turtles,4,13/08/2014,18:30:00
Heikki,Li,"Li, Heikki",Manchester,The Expendables 3,2,04/08/2014,18:30:00
Jimmy Shantilal,Li,"Li, Jimmy Shantilal",Oxford,Godzilla,4,29/07/2014,20:00:00
Min-Sun,Li,"Li, Min-Sun",Oxford,Guardians Of The Galaxy,2,30/07/2014,18:30:00
Lawrence,Li,"Li, Lawrence",Oxford,If I Stay,5,02/08/2014,20:00:00
Sangram,Li,"Li, Sangram",Oxford,The Expendables 3,1,16/07/2014,20:00:00
Agostinho,Li,"Li, Agostinho",Plymouth,Divergent,2,30/08/2014,21:00:00
Jennifer,Li,"Li, Jennifer",Plymouth,Guardians Of The Galaxy,3,28/08/2014,20:00:00
Leo Joseph Gali,Li,"Li, Leo Joseph Gali",Plymouth,The Giver,1,03/08/2014,21:00:00
Joseph,Lianes,"Lianes, Joseph",Manchester,White Bird In A Blizzard,1,03/07/2014,10:30:00
David,Liang,"Liang, David",Birmingham,Godzilla,2,25/07/2014,20:00:00
Laure,Liang,"Liang, Laure",Birmingham,Godzilla,5,27/08/2014,20:00:00
Maria Lourdes,Liang,"Liang, Maria Lourdes",Birmingham,Guardians Of The Galaxy,8,22/08/2014,21:00:00
Miki,Liang,"Liang, Miki",Edinburgh,Sin City: A Dame To Kill For,2,09/07/2014,18:30:00
Jonathan,Liang,"Liang, Jonathan",Leeds,Guardians Of The Galaxy,2,05/07/2014,21:00:00
Seth,Liang,"Liang, Seth",London,The Expendables 3,1,12/08/2014,20:00:00
Bhanu Priya,Liang,"Liang, Bhanu Priya",London,The Hunger Games: Mockingjay,4,26/08/2014,20:30:00
Ian,Liao,"Liao, Ian",Birmingham,If I Stay,1,09/07/2014,10:30:00
Christopher,Liao,"Liao, Christopher",Birmingham,Sin City: A Dame To Kill For,3,06/07/2014,20:30:00
Vineeth,Liao,"Liao, Vineeth",Edinburgh,The Amazing Spider-Man 2,5,11/07/2014,20:30:00
Manu,Liao,"Liao, Manu",Liverpool,Guardians Of The Galaxy,3,22/08/2014,15:45:00
Anastasia,Liaskos,"Liaskos, Anastasia",Cardiff,Captain America: The Winter Soldier,5,19/07/2014,18:30:00
David,Liaskos,"Liaskos, David",Cardiff,Teenage Mutant Ninja Turtles,1,31/08/2014,21:00:00
James,Libardi,"Libardi, James",London,Sin City: A Dame To Kill For,1,07/07/2014,13:00:00
Ronald,Libby,"Libby, Ronald",Cardiff,Godzilla,1,02/08/2014,20:30:00
Pierre-Andre,Libby,"Libby, Pierre-Andre",Leeds,Lucy,1,27/08/2014,18:30:00
Richard,Liberti,"Liberti, Richard",Edinburgh,Maleficent,4,25/08/2014,17:45:00
Audray,Lichte,"Lichte, Audray",Cardiff,White Bird In A Blizzard,1,04/07/2014,09:30:00
Anthony,Lichte,"Lichte, Anthony",Leeds,The Fault in Our Stars,8,14/07/2014,20:30:00
Amy,Lichtenauer,"Lichtenauer, Amy",Birmingham,Guardians Of The Galaxy,3,22/08/2014,20:00:00
Hanae,Lichtenauer,"Lichtenauer, Hanae",Edinburgh,Divergent,1,04/08/2014,20:00:00
Christian,Lichtenauer,"Lichtenauer, Christian",Liverpool,White Bird In A Blizzard,2,30/07/2014,20:00:00
Wayne,Liff,"Liff, Wayne",Cardiff,Divergent,2,05/08/2014,20:30:00
Kiran,Liff,"Liff, Kiran",Cardiff,The Giver,1,15/08/2014,20:00:00
Manish,Liff,"Liff, Manish",Manchester,Guardians Of The Galaxy,2,15/07/2014,20:00:00
Wai,Liff,"Liff, Wai",Manchester,White Bird In A Blizzard,3,16/08/2014,21:00:00
Michael,Ligero,"Ligero, Michael",Liverpool,Sin City: A Dame To Kill For,3,01/08/2014,20:00:00
Kiran,Liggett,"Liggett, Kiran",Edinburgh,Captain America: The Winter Soldier,6,28/07/2014,20:00:00
Thomas,Liggett,"Liggett, Thomas",Plymouth,Godzilla,3,16/08/2014,20:00:00
Julie,Liguori,"Liguori, Julie",Birmingham,Sin City: A Dame To Kill For,1,12/07/2014,20:00:00
Alan,Liguori,"Liguori, Alan",Leeds,Lucy,6,25/08/2014,20:00:00
Luciano,Liguori,"Liguori, Luciano",Oxford,Lucy,2,10/08/2014,20:00:00
Joanna,Lilienkamp,"Lilienkamp, Joanna",Edinburgh,The Giver,2,23/08/2014,20:00:00
Michiel,Lilienthal,"Lilienthal, Michiel",Cardiff,Sin City: A Dame To Kill For,8,15/07/2014,20:00:00
Roberto,Lilintal,"Lilintal, Roberto",Liverpool,Sin City: A Dame To Kill For,2,06/08/2014,20:00:00
Rui,Lilintal,"Lilintal, Rui",Manchester,Captain America: The Winter Soldier,8,03/08/2014,20:00:00
Meghan,Lim,"Lim, Meghan",Cardiff,White Bird In A Blizzard,6,22/08/2014,20:30:00
Lawrence,Lim,"Lim, Lawrence",Edinburgh,Lucy,1,18/07/2014,20:00:00
Kiran Kumar,Lim,"Lim, Kiran Kumar",Liverpool,Guardians Of The Galaxy,2,22/08/2014,20:00:00
Sharmeon,Lim,"Lim, Sharmeon",London,Captain America: The Winter Soldier,2,17/07/2014,20:30:00
Sandra,Lim,"Lim, Sandra",London,The Hunger Games: Mockingjay,4,07/08/2014,20:00:00
Dipanjan,Lim,"Lim, Dipanjan",Manchester,Guardians Of The Galaxy,6,29/08/2014,20:00:00
Praveen,Lim,"Lim, Praveen",Manchester,Lucy,2,24/07/2014,20:00:00
Karen,Lima,"Lima, Karen",Birmingham,The Giver,2,19/08/2014,20:00:00
Susan,Lima,"Lima, Susan",London,Maleficent,4,08/07/2014,20:00:00
Cynthia,Lima,"Lima, Cynthia",London,Sin City: A Dame To Kill For,1,13/07/2014,20:00:00
Wilhelmus,Lima,"Lima, Wilhelmus",Oxford,Guardians Of The Galaxy,1,31/08/2014,20:30:00
Nicolas,Lima,"Lima, Nicolas",Plymouth,The Expendables 3,1,10/08/2014,20:00:00
Karen,Limberg,"Limberg, Karen",London,Sin City: A Dame To Kill For,2,25/08/2014,18:30:00
Barbara,Limberg,"Limberg, Barbara",Manchester,Boyhood,1,11/07/2014,20:00:00
Pitchaiah,Limbrey,"Limbrey, Pitchaiah",London,Sin City: A Dame To Kill For,2,29/08/2014,20:00:00
Shravan,Lin,"Lin, Shravan",Birmingham,Maleficent,2,21/08/2014,20:00:00
Scott,Lin,"Lin, Scott",Birmingham,Sin City: A Dame To Kill For,1,03/08/2014,20:00:00
Tom,Lin,"Lin, Tom",Birmingham,Teenage Mutant Ninja Turtles,4,14/08/2014,20:00:00
Claus,Lin,"Lin, Claus",Birmingham,The Hunger Games: Mockingjay,5,16/07/2014,20:00:00
Nir,Lin,"Lin, Nir",Birmingham,The Hunger Games: Mockingjay,4,10/07/2014,20:00:00
Allison,Lin,"Lin, Allison",Cardiff,Guardians Of The Galaxy,1,05/07/2014,20:00:00
Laura,Lin,"Lin, Laura",Edinburgh,Godzilla,1,09/08/2014,20:30:00
Jonathan,Lin,"Lin, Jonathan",Edinburgh,Lucy,4,06/08/2014,20:30:00
Peter,Lin,"Lin, Peter",Leeds,Into The Storm,2,24/08/2014,20:30:00
Allison,Lin,"Lin, Allison",Leeds,The Hunger Games: Mockingjay,6,19/07/2014,20:00:00
Brian,Lin,"Lin, Brian",Liverpool,Boyhood,2,25/07/2014,20:00:00
Dwibhashyam V S,Lin,"Lin, Dwibhashyam V S",Liverpool,Guardians Of The Galaxy,2,16/07/2014,20:00:00
Deepak,Lin,"Lin, Deepak",London,Divergent,3,28/07/2014,20:00:00
Vinay,Lin,"Lin, Vinay",London,Godzilla,3,26/08/2014,20:00:00
Raymond,Lin,"Lin, Raymond",London,If I Stay,3,26/08/2014,20:00:00
Anirban,Lin,"Lin, Anirban",London,Sin City: A Dame To Kill For,1,12/08/2014,21:00:00
Carlo,Lin,"Lin, Carlo",London,Sin City: A Dame To Kill For,2,03/08/2014,20:00:00
Daniele,Lin,"Lin, Daniele",London,Sin City: A Dame To Kill For,1,02/08/2014,20:00:00
Joshua,Lin,"Lin, Joshua",London,The Expendables 3,8,22/08/2014,20:00:00
Bernadette,Lin,"Lin, Bernadette",Manchester,Guardians Of The Galaxy,2,04/07/2014,20:00:00
John,Lin,"Lin, John",Manchester,Guardians Of The Galaxy,3,01/07/2014,20:00:00
Gautham Srinivasan,Lin,"Lin, Gautham Srinivasan",Manchester,The Giver,1,19/07/2014,20:30:00
David,Lin,"Lin, David",Oxford,Captain America: The Winter Soldier,1,23/07/2014,20:00:00
Kurt,Lin,"Lin, Kurt",Plymouth,The Expendables 3,3,24/07/2014,20:00:00
Randy,Lind Jr,"Lind Jr, Randy",Manchester,Guardians Of The Galaxy,1,22/08/2014,20:00:00
Shimin,Lind Jr,"Lind Jr, Shimin",Oxford,The Fault in Our Stars,3,28/08/2014,20:00:00
Sean,Lindahl,"Lindahl, Sean",Birmingham,Guardians Of The Galaxy,5,17/08/2014,20:00:00
Selvin,Lindahl,"Lindahl, Selvin",Birmingham,Sin City: A Dame To Kill For,3,10/07/2014,20:00:00
John,Lindahl,"Lindahl, John",Liverpool,Guardians Of The Galaxy,1,23/07/2014,20:30:00
Ulrich,Lindberg,"Lindberg, Ulrich",Manchester,Into The Storm,4,25/08/2014,20:00:00
Richard,Lindenberg,"Lindenberg, Richard",Birmingham,Captain America: The Winter Soldier,4,30/08/2014,20:30:00
Shivaguru,Linder,"Linder, Shivaguru",Leeds,Guardians Of The Galaxy,3,21/07/2014,20:30:00
Michael,Linder,"Linder, Michael",London,Godzilla,6,01/08/2014,20:00:00
Bradley,Lindsey,"Lindsey, Bradley",Edinburgh,The Amazing Spider-Man 2,4,26/07/2014,20:00:00
Christine,Lindsey,"Lindsey, Christine",Leeds,The Expendables 3,1,17/08/2014,18:30:00
Sridhar,Lindstrom,"Lindstrom, Sridhar",Birmingham,If I Stay,3,19/08/2014,20:00:00
Sirisha,Lindstrom,"Lindstrom, Sirisha",Oxford,The Amazing Spider-Man 2,3,29/08/2014,20:30:00
Anil,Lindstrom,"Lindstrom, Anil",Plymouth,Sin City: A Dame To Kill For,8,23/08/2014,21:00:00
Peter,Lineback,"Lineback, Peter",Edinburgh,If I Stay,2,11/07/2014,20:00:00
Andrew,Linford,"Linford, Andrew",Cardiff,Guardians Of The Galaxy,3,01/07/2014,21:00:00
Isabel,Lingam,"Lingam, Isabel",Birmingham,Teenage Mutant Ninja Turtles,1,17/07/2014,18:30:00
Gregory,Lingam,"Lingam, Gregory",Edinburgh,Into The Storm,3,29/08/2014,20:30:00
Greg,Link,"Link, Greg",Liverpool,Bad Neighbours,4,20/07/2014,18:30:00
Noritaka,Link,"Link, Noritaka",Manchester,Sin City: A Dame To Kill For,3,16/07/2014,13:00:00
Melanie,Linkens,"Linkens, Melanie",Birmingham,The Expendables 3,2,31/08/2014,21:00:00
Hiren,Linkens,"Linkens, Hiren",London,The Expendables 3,3,01/07/2014,20:00:00
Mary,Linkens,"Linkens, Mary",Oxford,Guardians Of The Galaxy,4,24/08/2014,21:00:00
Vasile,Linker,"Linker, Vasile",London,Lucy,4,31/08/2014,18:30:00
Gary,Linna,"Linna, Gary",Manchester,The Fault in Our Stars,6,01/08/2014,15:45:00
Vaughan,Linnan,"Linnan, Vaughan",Cardiff,Sin City: A Dame To Kill For,3,25/08/2014,20:00:00
Cindy,Linnan,"Linnan, Cindy",London,The Hunger Games: Mockingjay,1,30/08/2014,21:00:00
Baoguo,Liou,"Liou, Baoguo",Leeds,Sin City: A Dame To Kill For,5,07/08/2014,20:00:00
Graham,Liou,"Liou, Graham",London,Bad Neighbours,4,21/07/2014,20:00:00
Stephen,Lipari,"Lipari, Stephen",London,Boyhood,4,05/07/2014,20:00:00
John,Lipari,"Lipari, John",Oxford,The Fault in Our Stars,1,13/08/2014,20:00:00
Dan,Lipari,"Lipari, Dan",Oxford,The Giver,3,02/08/2014,20:00:00
Maurizio,Lipari,"Lipari, Maurizio",Plymouth,Let's Be Cops,2,31/07/2014,20:00:00
Ramachandran,Lipensky,"Lipensky, Ramachandran",Oxford,Godzilla,3,05/08/2014,20:00:00
Stuart,Lipensky,"Lipensky, Stuart",Oxford,Guardians Of The Galaxy,2,23/08/2014,20:00:00
Shahriar,Lipp,"Lipp, Shahriar",Birmingham,The Hunger Games: Mockingjay,5,13/08/2014,20:00:00
Kathy,Lipp,"Lipp, Kathy",Liverpool,If I Stay,1,26/07/2014,20:00:00
Randy,Lipp,"Lipp, Randy",Manchester,If I Stay,2,24/07/2014,20:00:00
Douglas,Lipp,"Lipp, Douglas",Oxford,Divergent,2,01/08/2014,20:30:00
Wen-Keng,Lipp,"Lipp, Wen-Keng",Oxford,Lucy,6,14/07/2014,20:00:00
Zachary,Lippert,"Lippert, Zachary",Birmingham,The Fault in Our Stars,2,04/07/2014,20:00:00
Amir,Lippert,"Lippert, Amir",Cardiff,White Bird In A Blizzard,3,25/07/2014,20:30:00
Rekha,Lippert,"Lippert, Rekha",Manchester,Sin City: A Dame To Kill For,3,30/08/2014,20:00:00
Alessandra,Lipsanen,"Lipsanen, Alessandra",Leeds,White Bird In A Blizzard,2,20/07/2014,20:00:00
Dean,Lipsanen,"Lipsanen, Dean",Liverpool,Guardians Of The Galaxy,4,22/08/2014,20:00:00
Monica,Lipton,"Lipton, Monica",London,Godzilla,6,28/07/2014,20:00:00
Brunello,Lira,"Lira, Brunello",Liverpool,Teenage Mutant Ninja Turtles,4,12/07/2014,20:00:00
Audrey,Liseno,"Liseno, Audrey",Birmingham,Guardians Of The Galaxy,6,17/07/2014,20:00:00
Andrew,Liseno,"Liseno, Andrew",Oxford,The Giver,8,26/08/2014,20:30:00
Manil,Liszka,"Liszka, Manil",Birmingham,Maleficent,1,17/07/2014,20:00:00
Christopher,Liszka,"Liszka, Christopher",Cardiff,The Fault in Our Stars,1,02/08/2014,20:00:00
Hirono,Literski,"Literski, Hirono",Birmingham,Sin City: A Dame To Kill For,6,07/08/2014,20:00:00
Richard,Literski,"Literski, Richard",Manchester,Sin City: A Dame To Kill For,3,09/08/2014,20:00:00
Nils,Little,"Little, Nils",Birmingham,Boyhood,6,22/08/2014,20:00:00
Theresa,Little,"Little, Theresa",Leeds,"As Above, So Below",4,12/08/2014,20:00:00
Thomas,Little,"Little, Thomas",Manchester,Sin City: A Dame To Kill For,5,08/08/2014,20:00:00
Christopher,Liu,"Liu, Christopher",Birmingham,Guardians Of The Galaxy,8,18/07/2014,20:00:00
Wilson,Liu,"Liu, Wilson",Birmingham,Guardians Of The Galaxy,3,22/08/2014,20:00:00
Rajesh,Liu,"Liu, Rajesh",Birmingham,If I Stay,4,22/07/2014,20:30:00
Victoria,Liu,"Liu, Victoria",Birmingham,The Amazing Spider-Man 2,3,26/08/2014,20:00:00
David,Liu,"Liu, David",Birmingham,The Expendables 3,2,03/07/2014,20:00:00
Christina,Liu,"Liu, Christina",Birmingham,The Fault in Our Stars,5,16/08/2014,20:00:00
Jeremy,Liu,"Liu, Jeremy",Birmingham,The Hunger Games: Mockingjay,4,05/08/2014,20:00:00
Anand,Liu,"Liu, Anand",Cardiff,Godzilla,3,03/08/2014,20:00:00
Kristina,Liu,"Liu, Kristina",Cardiff,Guardians Of The Galaxy,6,16/08/2014,20:00:00
David,Liu,"Liu, David",Cardiff,If I Stay,1,29/07/2014,20:00:00
Maria,Liu,"Liu, Maria",Cardiff,If I Stay,2,06/07/2014,20:00:00
Scott,Liu,"Liu, Scott",Cardiff,Maleficent,2,25/08/2014,20:00:00
Donovan,Liu,"Liu, Donovan",Edinburgh,"As Above, So Below",2,15/08/2014,20:30:00
Timothy,Liu,"Liu, Timothy",Edinburgh,Guardians Of The Galaxy,2,06/07/2014,20:00:00
Razia,Liu,"Liu, Razia",Edinburgh,Into The Storm,2,22/07/2014,20:00:00
Yu,Liu,"Liu, Yu",Edinburgh,Sin City: A Dame To Kill For,1,01/07/2014,20:00:00
Barbara,Liu,"Liu, Barbara",Edinburgh,The Amazing Spider-Man 2,8,19/07/2014,20:00:00
Amanda,Liu,"Liu, Amanda",Edinburgh,The Expendables 3,2,20/08/2014,20:00:00
Venkata Krishna,Liu,"Liu, Venkata Krishna",Edinburgh,The Expendables 3,3,02/08/2014,20:00:00
Eiad,Liu,"Liu, Eiad",Leeds,Guardians Of The Galaxy,2,22/08/2014,20:00:00
Katarzyna,Liu,"Liu, Katarzyna",Leeds,Guardians Of The Galaxy,2,05/08/2014,21:00:00
Nivedita,Liu,"Liu, Nivedita",Leeds,Guardians Of The Galaxy,1,25/07/2014,20:30:00
Shirley,Liu,"Liu, Shirley",Leeds,Guardians Of The Galaxy,4,20/07/2014,20:00:00
Lisa,Liu,"Liu, Lisa",Leeds,If I Stay,3,12/08/2014,20:00:00
Wayne,Liu,"Liu, Wayne",Leeds,If I Stay,4,23/08/2014,20:00:00
Janice,Liu,"Liu, Janice",Leeds,Sin City: A Dame To Kill For,1,09/08/2014,20:30:00
Venkata Anil Babu,Liu,"Liu, Venkata Anil Babu",Leeds,Teenage Mutant Ninja Turtles,2,01/08/2014,20:30:00
Henry,Liu,"Liu, Henry",Leeds,The Hunger Games: Mockingjay,6,15/08/2014,20:30:00
Sarvesh,Liu,"Liu, Sarvesh",Liverpool,Let's Be Cops,1,05/07/2014,20:00:00
Mirza,Liu,"Liu, Mirza",Liverpool,Sin City: A Dame To Kill For,3,16/08/2014,20:00:00
Muruganandam,Liu,"Liu, Muruganandam",Liverpool,Sin City: A Dame To Kill For,1,13/07/2014,20:30:00
John,Liu,"Liu, John",Liverpool,The Expendables 3,4,30/08/2014,20:30:00
Joel,Liu,"Liu, Joel",Liverpool,White Bird In A Blizzard,5,16/08/2014,17:45:00
Shelley,Liu,"Liu, Shelley",London,Captain America: The Winter Soldier,5,14/07/2014,20:30:00
Rajendra,Liu,"Liu, Rajendra",London,If I Stay,2,02/08/2014,20:00:00
Jyotsna,Liu,"Liu, Jyotsna",London,The Fault in Our Stars,1,22/08/2014,20:00:00
Roshan,Liu,"Liu, Roshan",London,The Fault in Our Stars,2,28/07/2014,20:00:00
Shawn,Liu,"Liu, Shawn",London,The Giver,2,20/07/2014,20:00:00
Kenneth,Liu,"Liu, Kenneth",Manchester,Bad Neighbours,3,25/08/2014,20:00:00
Giuseppe,Liu,"Liu, Giuseppe",Manchester,Godzilla,2,02/07/2014,20:00:00
Linda,Liu,"Liu, Linda",Manchester,Guardians Of The Galaxy,3,24/07/2014,20:00:00
Janine,Liu,"Liu, Janine",Manchester,The Hunger Games: Mockingjay,6,27/07/2014,20:00:00
Hideki,Liu,"Liu, Hideki",Manchester,White Bird In A Blizzard,4,18/07/2014,20:00:00
Venkateshwar,Liu,"Liu, Venkateshwar",Manchester,White Bird In A Blizzard,1,31/07/2014,20:00:00
Keith,Liu,"Liu, Keith",Plymouth,Guardians Of The Galaxy,3,01/08/2014,21:00:00
Wilson,Liu,"Liu, Wilson",Plymouth,Let's Be Cops,2,30/08/2014,10:30:00
Michael,Liu,"Liu, Michael",Plymouth,The Fault in Our Stars,6,03/08/2014,18:30:00
Michael,Lively,"Lively, Michael",Birmingham,Teenage Mutant Ninja Turtles,2,08/08/2014,17:45:00
Joanne,Lively,"Lively, Joanne",Oxford,Lucy,1,10/07/2014,18:30:00
Lawrence,Lively,"Lively, Lawrence",Plymouth,Godzilla,4,10/08/2014,20:30:00
James,Livergood,"Livergood, James",Birmingham,Guardians Of The Galaxy,4,10/08/2014,20:30:00
Elizabeth,Livingston,"Livingston, Elizabeth",Edinburgh,Guardians Of The Galaxy,1,07/07/2014,20:00:00
Steven,Livingston,"Livingston, Steven",Plymouth,Lucy,2,28/08/2014,20:30:00
Srinivas,Ljunggren,"Ljunggren, Srinivas",Birmingham,The Expendables 3,1,16/08/2014,21:00:00
Gregory,Ljunggren,"Ljunggren, Gregory",Leeds,If I Stay,3,02/08/2014,18:30:00
Gerald,Ljunggren,"Ljunggren, Gerald",Leeds,Sin City: A Dame To Kill For,8,09/07/2014,09:30:00
David,Ljunggren,"Ljunggren, David",London,The Expendables 3,1,25/08/2014,20:30:00
Diana,Llord Orna,"Llord Orna, Diana",Manchester,Guardians Of The Galaxy,1,11/07/2014,20:00:00
Adam,Lloyd,"Lloyd, Adam",Birmingham,The Giver,5,06/07/2014,21:00:00
Maria Ximena,Lloyd,"Lloyd, Maria Ximena",Edinburgh,The Amazing Spider-Man 2,6,22/07/2014,20:00:00
Catherine,Lloyd,"Lloyd, Catherine",Leeds,Guardians Of The Galaxy,1,23/08/2014,18:30:00
Jos,Lloyd,"Lloyd, Jos",London,Captain America: The Winter Soldier,3,18/07/2014,09:30:00
Stephen,Lloyd,"Lloyd, Stephen",London,Maleficent,4,02/08/2014,09:30:00
Sarah,Lloyd,"Lloyd, Sarah",London,The Amazing Spider-Man 2,4,27/08/2014,21:00:00
Charles,Lloyd,"Lloyd, Charles",Manchester,Sin City: A Dame To Kill For,1,16/08/2014,13:00:00
Daniel,Lo,"Lo, Daniel",Cardiff,Boyhood,6,07/08/2014,21:00:00
Krishna Nishanth,Lo,"Lo, Krishna Nishanth",Cardiff,White Bird In A Blizzard,8,22/07/2014,18:30:00
Robert,Lo,"Lo, Robert",Cardiff,White Bird In A Blizzard,3,22/07/2014,20:00:00
Charles,Lo,"Lo, Charles",Manchester,Maleficent,4,12/07/2014,17:45:00
